"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[[[Sentence1]]]]: Consumers would still have to get a descrambling security card from their cable operator to plug into the set .<SPLIT>[[[[Sentence2]]]]: To watch pay television , consumers would insert into the set a security card provided by their cable service .","[[[[Sentence1]]]]: Consumers would still have to get a descrambling security card from their cable operator to plug into the set .<SPLIT>[[[[Sentence2]]]]: To watch pay television , consumers would insert into the set a security card provided by their cable service .",0.9833006858825684,0.9833006858825684,0,0,1,1,"Skipped"
"[[[[Sentence1]]]]: The increase [[reflects]] [[lower]] credit [[losses]] and favorable interest rates .<SPLIT>[[[[Sentence2]]]]: The gain came as a result of fewer credit losses and lower interest rates .","[[[[Sentence1]]]]: The increase [[embodies]] [[least]] credit [[injure]] and favorable interest rates .<SPLIT>[[[[Sentence2]]]]: The gain came as a result of fewer credit losses and lower interest rates .",0.0027454495429992676,0.6491392850875854,1,0,1,119,"Successful"
"[[[[Sentence1]]]]: The [[device]] [[plays]] [[Internet]] [[radio]] [[streams]] and comes with a 30-day [[trial]] of RealNetworks ' Rhapsody music service .<SPLIT>[[[[Sentence2]]]]: The product also streams [[Internet]] radio and [[comes]] with a 30-day [[free]] [[trial]] for RealNetworks ' Rhapsody digital [[music]] subscription service .","[[[[Sentence1]]]]: The [[system]] [[contribute]] [[Network]] [[walkie]] [[flux]] and comes with a 30-day [[case]] of RealNetworks ' Rhapsody music service .<SPLIT>[[[[Sentence2]]]]: The product also streams [[Onscreen]] radio and [[originates]] with a 30-day [[unrestrained]] [[empirical]] for RealNetworks ' Rhapsody digital [[electronica]] subscription service .",0.002270996570587158,0.9059671759605408,1,0,1,362,"Successful"
"[[[[Sentence1]]]]: [[Hong]] [[Kong]] was [[flat]] , [[Australia]] , Singapore and [[South]] [[Korea]] lost 0.2-0.4 [[percent]] .<SPLIT>[[[[Sentence2]]]]: Australia was [[flat]] , Singapore was down 0.3 percent by [[midday]] and South Korea [[added]] 0.2 percent .","[[[[Sentence1]]]]: [[Hung]] [[Hongkong]] was [[unchanged]] , [[Canberra]] , Singapore and [[Southerly]] [[Han]] lost 0.2-0.4 [[proportion]] .<SPLIT>[[[[Sentence2]]]]: Australia was [[dish]] , Singapore was down 0.3 percent by [[mornings]] and South Korea [[complemented]] 0.2 percent .",0.007356822490692139,0.10302174091339111,0,0,0,288,"Failed"
"[[[[Sentence1]]]]: [[Evidence]] suggests two of the [[victims]] were [[taken]] by surprise , while the other [[two]] [[might]] [[have]] [[tried]] to [[flee]] or to [[defend]] themselves or the others , [[police]] [[said]] .<SPLIT>[[[[Sentence2]]]]: [[Evidence]] suggests two victims were [[taken]] by [[surprise]] , while the others may [[have]] [[tried]] to [[flee]] or [[perhaps]] [[defend]] themselves or their [[friends]] , [[police]] [[said]] .","[[[[Sentence1]]]]: [[Certifies]] suggests two of the [[victimized]] were [[grabbed]] by surprise , while the other [[three]] [[endangerment]] [[had]] [[endeavour]] to [[forgo]] or to [[uphold]] themselves or the others , [[feds]] [[alluded]] .<SPLIT>[[[[Sentence2]]]]: [[Certifies]] suggests two victims were [[picked]] by [[astounding]] , while the others may [[get]] [[sought]] to [[absconded]] or [[maybe]] [[conserving]] themselves or their [[schoolmates]] , [[policia]] [[reported]] .",0.002139747142791748,0.290505051612854,1,1,1,820,"Failed"
"[[[[Sentence1]]]]: Ballmer has been vocal in the past warning that Linux is a threat to Microsoft .<SPLIT>[[[[Sentence2]]]]: In the memo , Ballmer reiterated the open-source threat to Microsoft .","[[[[Sentence1]]]]: Ballmer has been vocal in the past warning that Linux is a threat to Microsoft .<SPLIT>[[[[Sentence2]]]]: In the memo , Ballmer reiterated the open-source threat to Microsoft .",0.9725586175918579,0.9725586175918579,1,1,0,1,"Skipped"
"[[[[Sentence1]]]]: A charter plane crashed in Turkey on Monday , [[killing]] all 75 people aboard , including 62 Spanish peacekeepers returning from Afghanistan , officials said .<SPLIT>[[[[Sentence2]]]]: A plane carrying 75 people , including 62 Spanish peacekeepers returning from Afghanistan , [[crashed]] in thick fog in Turkey early on Monday , [[killing]] all aboard , officials said .","[[[[Sentence1]]]]: A charter plane crashed in Turkey on Monday , [[culled]] all 75 people aboard , including 62 Spanish peacekeepers returning from Afghanistan , officials said .<SPLIT>[[[[Sentence2]]]]: A plane carrying 75 people , including 62 Spanish peacekeepers returning from Afghanistan , [[hurtling]] in thick fog in Turkey early on Monday , [[dead]] all aboard , officials said .",0.0026832222938537598,0.620165228843689,1,0,1,195,"Successful"
"[[[[Sentence1]]]]: [[Moroccan]] Interior Minister Al Mustapha Sahel said the [[investigation]] "" points to a group that has been [[arrested]] recently "" , an apparent reference to Djihad Salafist .<SPLIT>[[[[Sentence2]]]]: [[Moroccan]] Interior Minister Al Mustapha Sahel [[told]] state-run 2M television late Saturday the investigation "" points to a group that has been arrested recently "" an apparent reference to Salafist Jihad .","[[[[Sentence1]]]]: [[Algerians]] Interior Minister Al Mustapha Sahel said the [[investigates]] "" points to a group that has been [[nabbed]] recently "" , an apparent reference to Djihad Salafist .<SPLIT>[[[[Sentence2]]]]: [[Tangier]] Interior Minister Al Mustapha Sahel [[apprise]] state-run 2M television late Saturday the investigation "" points to a group that has been arrested recently "" an apparent reference to Salafist Jihad .",0.003905951976776123,0.5969412326812744,1,0,1,137,"Successful"
"[[[[Sentence1]]]]: "" I 'm [[delighted]] that David Chase has decided to give us another chapter in the great ' Sopranos ' saga , "" HBO chairman and chief executive [[Chris]] [[Albrecht]] said .<SPLIT>[[[[Sentence2]]]]: "" I 'm [[delighted]] that David Chase has decided to give us another chapter in the great Sopranos [[saga]] , "" [[said]] HBO Chairman Chris Albrecht in a [[statement]] .","[[[[Sentence1]]]]: "" I 'm [[bonheur]] that David Chase has decided to give us another chapter in the great ' Sopranos ' saga , "" HBO chairman and chief executive [[Steph]] [[Durer]] said .<SPLIT>[[[[Sentence2]]]]: "" I 'm [[bienvenidos]] that David Chase has decided to give us another chapter in the great Sopranos [[fairytales]] , "" [[affirms]] HBO Chairman Chris Albrecht in a [[prompts]] .",0.001648545265197754,0.5076978206634521,1,0,1,257,"Successful"
"[[[[Sentence1]]]]: The two had argued that only a new board would have had the credibility to [[restore]] El Paso to [[health]] .<SPLIT>[[[[Sentence2]]]]: [[He]] and Zilkha [[believed]] that only a new board would have had the credibility to [[restore]] El Paso to [[health]] .","[[[[Sentence1]]]]: The two had argued that only a new board would have had the credibility to [[restoration]] El Paso to [[care]] .<SPLIT>[[[[Sentence2]]]]: [[It]] and Zilkha [[suspecting]] that only a new board would have had the credibility to [[recaptured]] El Paso to [[gesundheit]] .",0.0017867088317871094,0.5926856398582458,1,0,1,211,"Successful"
"[[[[Sentence1]]]]: "" There 's no reason for you to keep your skills up , "" the judge told the convicted crack cocaine kingpin .<SPLIT>[[[[Sentence2]]]]: "" There 's no reason for you to keep your skills up , "" U.S. District Judge J. Frederick Motz told McGriff after he was [[sentenced]] .","[[[[Sentence1]]]]: "" There 's no reason for you to keep your skills up , "" the judge told the convicted crack cocaine kingpin .<SPLIT>[[[[Sentence2]]]]: "" There 's no reason for you to keep your skills up , "" U.S. District Judge J. Frederick Motz told McGriff after he was [[condemned]] .",0.02581566572189331,0.6388245820999146,1,0,1,65,"Successful"
"[[[[Sentence1]]]]: Still , he said , "" I 'm absolutely confident we 're going to have a bill . ""<SPLIT>[[[[Sentence2]]]]: "" I 'm absolutely confident we 're going to have a bill , "" Frist , R-Tenn . , [[said]] Thursday .","[[[[Sentence1]]]]: Still , he said , "" I 'm absolutely confident we 're going to have a bill . ""<SPLIT>[[[[Sentence2]]]]: "" I 'm absolutely confident we 're going to have a bill , "" Frist , R-Tenn . , [[avowed]] Thursday .",0.007828474044799805,0.7044296264648438,1,0,1,72,"Successful"
"[[[[Sentence1]]]]: "" Senator Clinton should be ashamed of herself for playing politics with the important issue of homeland security [[funding]] , "" he said .<SPLIT>[[[[Sentence2]]]]: "" She should be ashamed of herself for playing politics with this important issue , "" said state budget division spokesman Andrew Rush .","[[[[Sentence1]]]]: "" Senator Clinton should be ashamed of herself for playing politics with the important issue of homeland security [[bankrolled]] , "" he said .<SPLIT>[[[[Sentence2]]]]: "" She should be ashamed of herself for playing politics with this important issue , "" said state budget division spokesman Andrew Rush .",0.012633085250854492,0.655776858329773,1,0,1,64,"Successful"
"[[[[Sentence1]]]]: Federal agents said yesterday they are investigating the theft of 1,200 pounds of an explosive chemical from construction companies in Colorado and California in the past week .<SPLIT>[[[[Sentence2]]]]: Federal investigators are [[looking]] for possible connections between the theft of 1,100 pounds of an explosive chemical from construction companies in [[Colorado]] and California in the past week .","[[[[Sentence1]]]]: Federal agents said yesterday they are investigating the theft of 1,200 pounds of an explosive chemical from construction companies in Colorado and California in the past week .<SPLIT>[[[[Sentence2]]]]: Federal investigators are [[staring]] for possible connections between the theft of 1,100 pounds of an explosive chemical from construction companies in [[Loveland]] and California in the past week .",0.0021284818649291992,0.8567843437194824,1,0,1,84,"Successful"
"[[[[Sentence1]]]]: [[Last]] year , Comcast signed 1.5 million new digital [[cable]] [[subscribers]] .<SPLIT>[[[[Sentence2]]]]: Comcast [[has]] about 21.3 [[million]] cable subscribers , [[many]] in the [[largest]] U.[[S]]. [[cities]] .","[[[[Sentence1]]]]: [[Past]] year , Comcast signed 1.5 million new digital [[twine]] [[shoppers]] .<SPLIT>[[[[Sentence2]]]]: Comcast [[did]] about 21.3 [[billion]] cable subscribers , [[incalculable]] in the [[trickiest]] U.[[avec]]. [[city]] .",0.0041201114654541016,0.03534811735153198,0,0,0,303,"Failed"
"[[[[Sentence1]]]]: Schofield got Toepfer to [[admit]] on cross-examination that she ignored many of O 'Donnell 's suggestions and [[projects]] .<SPLIT>[[[[Sentence2]]]]: But under cross-examination by O 'Donnell 's attorney , Lorna [[Schofield]] , Toepfer [[conceded]] she had [[ignored]] many of O 'Donnell 's suggestions and [[projects]] .","[[[[Sentence1]]]]: Schofield got Toepfer to [[recognises]] on cross-examination that she ignored many of O 'Donnell 's suggestions and [[drafts]] .<SPLIT>[[[[Sentence2]]]]: But under cross-examination by O 'Donnell 's attorney , Lorna [[Atkinson]] , Toepfer [[agreed]] she had [[undervalued]] many of O 'Donnell 's suggestions and [[programmed]] .",0.001936495304107666,0.9578843712806702,1,0,1,200,"Successful"
"[[[[Sentence1]]]]: The man accused of using fake grenades to [[commandeer]] a Cuban plane that landed in Key West in [[April]] was sentenced Friday to 20 years in prison .<SPLIT>[[[[Sentence2]]]]: A Cuban architect was sentenced to 20 years in prison Friday for using two fake grenades to [[hijack]] a passenger [[plane]] from Cuba to Florida in [[April]] .","[[[[Sentence1]]]]: The man accused of using fake grenades to [[requisitions]] a Cuban plane that landed in Key West in [[February]] was sentenced Friday to 20 years in prison .<SPLIT>[[[[Sentence2]]]]: A Cuban architect was sentenced to 20 years in prison Friday for using two fake grenades to [[kidnap]] a passenger [[airlift]] from Cuba to Florida in [[Avril]] .",0.0022573471069335938,0.5506765842437744,1,0,1,181,"Successful"
"[[[[Sentence1]]]]: Moroccan police have [[arrested]] 33 suspects , including some linked to the radical Djihad Salafist group , a government official said .<SPLIT>[[[[Sentence2]]]]: In a [[series]] of raids , [[Moroccan]] [[police]] arrested 33 suspects Saturday , including some linked to the [[radical]] Djihad Salafist group , a senior government official said .","[[[[Sentence1]]]]: Moroccan police have [[stopped]] 33 suspects , including some linked to the radical Djihad Salafist group , a government official said .<SPLIT>[[[[Sentence2]]]]: In a [[periodicals]] of raids , [[Moroccans]] [[patrolman]] arrested 33 suspects Saturday , including some linked to the [[draconian]] Djihad Salafist group , a senior government official said .",0.0022693276405334473,0.5033628344535828,1,0,1,140,"Successful"
"[[[[Sentence1]]]]: The son of circus trapeze artists turned vaudevillians , O 'Connor was born on Aug. 28 , 1925 , in Chicago and was carried onstage for applause when he was three days old .<SPLIT>[[[[Sentence2]]]]: The son of circus trapeze artists turned vaudevillians , O 'Connor was carried onstage for applause when he was 3 days old .","[[[[Sentence1]]]]: The son of circus trapeze artists turned vaudevillians , O 'Connor was born on Aug. 28 , 1925 , in Chicago and was carried onstage for applause when he was three days old .<SPLIT>[[[[Sentence2]]]]: The son of circus trapeze artists turned vaudevillians , O 'Connor was carried onstage for applause when he was 3 days old .",0.7403919696807861,0.7403919696807861,0,0,1,1,"Skipped"
"[[[[Sentence1]]]]: Ricky Clemons ' brief , troubled [[Missouri]] basketball career is over .<SPLIT>[[[[Sentence2]]]]: Missouri kicked Ricky Clemons off its team , ending his troubled career there .","[[[[Sentence1]]]]: Ricky Clemons ' brief , troubled [[Kansas]] basketball career is over .<SPLIT>[[[[Sentence2]]]]: Missouri kicked Ricky Clemons off its team , ending his troubled career there .",0.20055687427520752,0.9679033160209656,1,0,1,20,"Successful"
"[[[[Sentence1]]]]: Dynes [[will]] get $ 395,000 a year , up from Atkinson 's current salary of $ 361,400 .<SPLIT>[[[[Sentence2]]]]: In his new position , Dynes will earn $ 395,000 , a significant [[increase]] over Atkinson 's salary of $ 361,400 .","[[[[Sentence1]]]]: Dynes [[desiring]] get $ 395,000 a year , up from Atkinson 's current salary of $ 361,400 .<SPLIT>[[[[Sentence2]]]]: In his new position , Dynes will earn $ 395,000 , a significant [[growing]] over Atkinson 's salary of $ 361,400 .",0.002697587013244629,0.5669447779655457,1,0,1,102,"Successful"
"[[[[Sentence1]]]]: The [[daily]] Hurriyet [[said]] the [[raid]] [[aimed]] to foil a Turkish [[plot]] to kill an unnamed senior Iraqi official in Kirkuk .<SPLIT>[[[[Sentence2]]]]: The [[daily]] Hurriyet said the [[raid]] [[aimed]] to foil a Turkish plot to kill an unnamed senior Iraqi [[Kurdish]] [[official]] in Kirkuk , but Gul [[has]] [[denied]] any Turkish plot .","[[[[Sentence1]]]]: The [[routine]] Hurriyet [[clarified]] the [[onslaught]] [[intentioned]] to foil a Turkish [[conspiring]] to kill an unnamed senior Iraqi official in Kirkuk .<SPLIT>[[[[Sentence2]]]]: The [[diary]] Hurriyet said the [[stormed]] [[centered]] to foil a Turkish plot to kill an unnamed senior Iraqi [[Kurdistan]] [[diary]] in Kirkuk , but Gul [[did]] [[depriving]] any Turkish plot .",0.02763998508453369,0.5001419186592102,0,1,0,389,"Successful"
"[[[[Sentence1]]]]: "" It was a little bit embarrassing the way we played in the first two [[games]] , "" Thomas said .<SPLIT>[[[[Sentence2]]]]: "" We 're in the Stanley Cup finals , and it was a little bit [[embarrassing]] the way we played in the first two games .","[[[[Sentence1]]]]: "" It was a little bit embarrassing the way we played in the first two [[jeux]] , "" Thomas said .<SPLIT>[[[[Sentence2]]]]: "" We 're in the Stanley Cup finals , and it was a little bit [[disgrace]] the way we played in the first two games .",0.019428908824920654,0.6207945942878723,0,1,0,59,"Successful"
"[[[[Sentence1]]]]: [[Against]] the Japanese currency , the euro was at 135.92 / 6.04 [[yen]] against the [[late]] New York level of 136.03 / 14 .<SPLIT>[[[[Sentence2]]]]: The [[dollar]] was at 117.85 [[yen]] against the Japanese [[currency]] , up 0.1 [[percent]] .","[[[[Sentence1]]]]: [[Toward]] the Japanese currency , the euro was at 135.92 / 6.04 [[japans]] against the [[belated]] New York level of 136.03 / 14 .<SPLIT>[[[[Sentence2]]]]: The [[dollars]] was at 117.85 [[japan]] against the Japanese [[exchanging]] , up 0.1 [[celsius]] .",0.03225582838058472,0.07261377573013306,0,0,0,198,"Failed"
"[[[[Sentence1]]]]: Snow 's remark ``has a [[psychological]] impact , ' ' said Hans Redeker , head of foreign-exchange strategy at BNP Paribas .<SPLIT>[[[[Sentence2]]]]: Snow 's remark on the dollar 's effects on exports ``has a psychological impact , ' ' said Hans Redeker , head of foreign- exchange strategy at BNP Paribas .","[[[[Sentence1]]]]: Snow 's remark ``has a [[mental]] impact , ' ' said Hans Redeker , head of foreign-exchange strategy at BNP Paribas .<SPLIT>[[[[Sentence2]]]]: Snow 's remark on the dollar 's effects on exports ``has a psychological impact , ' ' said Hans Redeker , head of foreign- exchange strategy at BNP Paribas .",0.3857702612876892,0.5149223208427429,1,0,1,59,"Successful"
"[[[[Sentence1]]]]: The women said victims of rape who [[came]] forward routinely were punished for [[minor]] [[infractions]] while their [[assailants]] escaped judgment .<SPLIT>[[[[Sentence2]]]]: The [[women]] said [[victims]] of [[rape]] who [[came]] [[forward]] were [[routinely]] [[punished]] for [[minor]] [[infractions]] while their [[attackers]] escaped judgment , prompting most [[victims]] to [[remain]] [[silent]] .","[[[[Sentence1]]]]: The women said victims of rape who [[come]] forward routinely were punished for [[minimal]] [[misdemeanour]] while their [[executors]] escaped judgment .<SPLIT>[[[[Sentence2]]]]: The [[gal]] said [[deaths]] of [[molesting]] who [[arose]] [[ahead]] were [[regularly]] [[denounced]] for [[scant]] [[transgression]] while their [[perpetrators]] escaped judgment , prompting most [[dies]] to [[residing]] [[hush]] .",0.027184009552001953,0.5354526042938232,0,1,0,654,"Successful"
"[[[[Sentence1]]]]: "" The National has no interest in [[acquiring]] AMP while AMP [[owns]] its UK business , "" Cicutto added .<SPLIT>[[[[Sentence2]]]]: "" The National has no interest in [[acquiring]] AMP while AMP [[owns]] its U.K. [[business]] , "" NAB chief executive Frank Cicutto said .","[[[[Sentence1]]]]: "" The National has no interest in [[procuring]] AMP while AMP [[chocks]] its UK business , "" Cicutto added .<SPLIT>[[[[Sentence2]]]]: "" The National has no interest in [[acquired]] AMP while AMP [[had]] its U.K. [[enterprising]] , "" NAB chief executive Frank Cicutto said .",0.0024645328521728516,0.5025691986083984,1,0,1,222,"Successful"
"[[[[Sentence1]]]]: In a statement , Mr. Rowland said : "" As is the case with all [[appointees]] , Commissioner Anson is [[accountable]] to me .<SPLIT>[[[[Sentence2]]]]: "" As is the [[case]] with all [[appointees]] , Commissioner Anson is accountable to me , "" [[Rowland]] said .","[[[[Sentence1]]]]: In a statement , Mr. Rowland said : "" As is the case with all [[nominating]] , Commissioner Anson is [[indict]] to me .<SPLIT>[[[[Sentence2]]]]: "" As is the [[dossiers]] with all [[hopefuls]] , Commissioner Anson is accountable to me , "" [[Rolland]] said .",0.002579927444458008,0.5917378664016724,1,0,1,114,"Successful"
"[[[[Sentence1]]]]: Oracle 's $ 5 [[billion]] hostile [[bid]] for PeopleSoft is [[clearly]] not sitting [[well]] with PeopleSoft 's [[executives]] .<SPLIT>[[[[Sentence2]]]]: Oracle on Friday [[launched]] a $ 5.1 billion [[hostile]] [[takeover]] [[bid]] for PeopleSoft .","[[[[Sentence1]]]]: Oracle 's $ 5 [[trillion]] hostile [[bidder]] for PeopleSoft is [[crudely]] not sitting [[sufficiently]] with PeopleSoft 's [[frames]] .<SPLIT>[[[[Sentence2]]]]: Oracle on Friday [[launches]] a $ 5.1 billion [[resentful]] [[coup]] [[bids]] for PeopleSoft .",0.009261786937713623,0.9560058116912842,0,1,0,316,"Successful"
"[[[[Sentence1]]]]: Taha is married to former Iraqi oil minister Amir Muhammed Rasheed , who surrendered to U.S. forces on April 28 .<SPLIT>[[[[Sentence2]]]]: Taha 's husband , former oil minister Amer Mohammed Rashid , surrendered to U.S. forces on April 28 .","[[[[Sentence1]]]]: Taha is married to former Iraqi oil minister Amir Muhammed Rasheed , who surrendered to U.S. forces on April 28 .<SPLIT>[[[[Sentence2]]]]: Taha 's husband , former oil minister Amer Mohammed Rashid , surrendered to U.S. forces on April 28 .",0.8257289528846741,0.8257289528846741,0,0,1,1,"Skipped"
"[[[[Sentence1]]]]: Cisco pared spending during the quarter to compensate for [[sluggish]] sales .<SPLIT>[[[[Sentence2]]]]: In response to [[sluggish]] sales , Cisco pared [[spending]] .","[[[[Sentence1]]]]: Cisco pared spending during the quarter to compensate for [[languid]] sales .<SPLIT>[[[[Sentence2]]]]: In response to [[glum]] sales , Cisco pared [[expended]] .",0.001964867115020752,0.8532580733299255,1,0,1,104,"Successful"
"[[[[Sentence1]]]]: Seven 20- and 21-year-old cadets were ticketed by police for drinking alcohol in an off-campus hotel room early Saturday with two young women , aged 16 and 18 .<SPLIT>[[[[Sentence2]]]]: Seven 20- and 21-year-old male cadets were [[caught]] in an off-campus hotel room early Saturday with two female teens , 16 and 18 years .","[[[[Sentence1]]]]: Seven 20- and 21-year-old cadets were ticketed by police for drinking alcohol in an off-campus hotel room early Saturday with two young women , aged 16 and 18 .<SPLIT>[[[[Sentence2]]]]: Seven 20- and 21-year-old male cadets were [[captivated]] in an off-campus hotel room early Saturday with two female teens , 16 and 18 years .",0.017737150192260742,0.9613163471221924,1,0,1,78,"Successful"
"[[[[Sentence1]]]]: Dixon 's win moved him into second place in the points standings , 49 behind Kanaan .<SPLIT>[[[[Sentence2]]]]: "" It 's always [[fun]] to [[come]] to [[Colorado]] , "" said Dixon , who [[moved]] into second in the IRL [[standings]] behind Kanaan .","[[[[Sentence1]]]]: Dixon 's win moved him into second place in the points standings , 49 behind Kanaan .<SPLIT>[[[[Sentence2]]]]: "" It 's always [[humour]] to [[enter]] to [[Leadville]] , "" said Dixon , who [[journeyed]] into second in the IRL [[clinched]] behind Kanaan .",0.005468785762786865,0.5765875577926636,0,1,0,171,"Successful"
